,osm_id,highway,permlanes,lit,maxspeed,name,oneway,length,freespeed,modes,pav,obst,cross,x_start,y_start,x_end,y_end,capacity,id,inf,geometry,from1,to1
7159,403438002,pedestrian,,yes,,Ερμού,,17.862,,walk,,,,475990.3058,4202948.149,475990.3058,4202944.991,1200.0,7160,,"LINESTRING (475972.7321020802 4202948.149875434, 475990.305820742 4202944.9918880295)",999.0,999.0
7160,403438488,pedestrian,,,,Αιόλου,,32.043,,walk,,,,475942.6819,4203086.389,475947.4873,4203054.973,1200.0,7161,,"LINESTRING (475948.92227738356 4203086.389763748, 475947.48725388834 4203079.193078191, 475942.6819293828 4203054.97347225)",999.0,999.0
7161,409094515,pedestrian,,yes,,Ερμού,,37.582,,walk,,,,474834.4036,4203089.733,474849.3606,4203096.114,1200.0,7162,,"LINESTRING (474867.494225304 4203089.732961177, 474849.3606082467 4203087.624784373, 474843.5624511123 4203087.076649293, 474841.3854515492 4203087.427262765, 474839.7023740714 4203088.464278423, 474838.92399250006 4203089.531813465, 474834.40355216095 4203096.114092683)",999.0,999.0
7162,409094515,pedestrian,,yes,,Ερμού,,47.188,,walk,,,,474884.2839,4203097.527,474884.2839,4203091.789,1200.0,7163,,"LINESTRING (474931.10359599313 4203097.52754018, 474884.2839469303 4203091.789804047)",999.0,999.0
7163,409094515,pedestrian,,yes,,Ερμού,,16.922,,walk,,,,474867.4942,4203091.789,474867.4942,4203089.733,1200.0,7164,,"LINESTRING (474884.2839469303 4203091.789804047, 474867.494225304 4203089.732961177)",999.0,999.0
7164,410970780,tertiary,1,,,Αίνου,0,118.299,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476757.7151,4200825.64,476796.1475,4200805.764,1200.0,7165,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476874.2684033266 4200825.640704412, 476796.14751077926 4200811.358848756, 476757.71505610575 4200805.764222094)",999.0,999.0
7165,410970780,tertiary,1,,,Αίνου,0,72.444,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476685.7263,4200805.764,476691.588,4200797.923,1200.0,7166,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476757.71505610575 4200805.764222094, 476691.58804913994 4200798.67256716, 476685.72634526406 4200797.923581224)",999.0,999.0
7166,410970780,tertiary,1,,,Αίνου,0,41.856,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476644.1598,4200797.923,476644.1598,4200793.148,1200.0,7167,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476685.72634526406 4200797.923581224, 476644.1598285329 4200793.148315504)",999.0,999.0
7167,410970780,tertiary,1,,,Αίνου,0,51.068,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476593.6691,4200793.148,476603.8042,4200785.78,1200.0,7168,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (476644.1598285329 4200793.148315504, 476603.8041630609 4200787.870532482, 476593.6691223498 4200785.780125456)",999.0,999.0
7168,410971485,secondary,2,yes,50,Αμβροσίου Φραντζή,0,15.784,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475698.9287,4201408.277,475698.9287,4201397.105,1200.0,7169,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475687.7880379497 4201408.277653396, 475698.9287404373 4201397.105060092)",999.0,999.0
7169,410971485,secondary,2,yes,50,Αμβροσίου Φραντζή,0,7.452,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475665.4101,4201435.864,475665.4101,4201430.612,1200.0,7170,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475660.1286512943 4201435.864681202, 475665.41006495286 4201430.612076918)",999.0,999.0
7170,410971485,secondary,2,yes,50,Αμβροσίου Φραντζή,0,31.629,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,475687.788,4201430.612,475683.111,4201408.277,1200.0,7171,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475665.41006495286 4201430.612076918, 475683.1109723862 4201412.940405783, 475687.7880379497 4201408.277653396)",999.0,999.0
7171,414031407,footway,,,,,,6.934,,walk,,,,475013.6436,4203092.835,475013.6436,4203095.201,1200.0,7172,,"LINESTRING (475007.12852989236 4203092.8358956985, 475013.6435765348 4203095.201607813)",999.0,999.0
7172,418936919,tertiary,2,yes,30,Αμφιπόλεως,0,50.186,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473887.727,4202981.082,473887.727,4202930.947,1200.0,7173,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473889.528502547 4202981.082040415, 473887.7269841766 4202930.947796904)",999.0,999.0
7173,418936919,tertiary,2,yes,30,Αμφιπόλεως,0,41.627,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473886.1195,4202930.947,473886.1195,4202889.367,1200.0,7174,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473887.7269841766 4202930.947796904, 473886.1194769229 4202889.367468427)",999.0,999.0
7174,419194293,secondary_link,2,yes,,,0,30.52,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474791.6844,4203818.374,474810.5754,4203826.575,1200.0,7175,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (474821.06941605225 4203818.374391439, 474810.5753956774 4203821.302416344, 474808.2677517178 4203821.941920398, 474805.9601421025 4203822.592520372, 474801.27467056515 4203823.893937526, 474791.68442816514 4203826.575119678)",999.0,999.0
7175,419194296,tertiary,1,yes,,,0,50.367,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475011.1925,4204245.178,475011.1925,4204288.815,1200.0,7176,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475036.3061810657 4204245.178622682, 475011.19253271463 4204288.81534262)",999.0,999.0
7176,419407984,residential,2,yes,50,Καλλιρόης,1,12.297,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474406.5111,4201538.309,474398.0256,4201537.971,1200.0,7177,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474394.23181260657 4201538.309456773, 474398.025625257 4201537.998079889, 474406.51109604136 4201537.971687422)",999.0,999.0
7177,419407985,tertiary,2,yes,50,Κοίλης,1,12.162,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474406.5111,4201525.821,474406.5111,4201537.971,1200.0,7178,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474406.9125215678 4201525.82104558, 474406.51109604136 4201537.971687422)",999.0,999.0
7178,421076991,footway,,,,,,50.318,,walk,,,,477204.3233,4203260.085,477177.2767,4203286.205,1200.0,7179,,"LINESTRING (477169.03378029395 4203260.085028103, 477177.27668814117 4203274.58596522, 477177.05254984077 4203279.268819046, 477183.4239062966 4203283.944483108, 477192.01629000914 4203285.1300615985, 477204.32328184956 4203286.205502939)",999.0,999.0
7179,421076991,footway,,,,,,8.232,,walk,,,,477210.8011,4203286.205,477210.8011,4203291.28,1200.0,7180,,"LINESTRING (477204.32328184956 4203286.205502939, 477210.801109873 4203291.280325506)",999.0,999.0
7180,421954020,secondary,2,yes,,Ιερά Οδός,0,8.168,40.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473007.5804,4204187.553,473007.5804,4204190.108,1200.0,7181,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473015.3347487365 4204187.5537061645, 473007.58039165474 4204190.108915368)",999.0,999.0
7181,422255140,footway,,,,,,4.733,,walk,,,,475081.808,4201335.753,475081.808,4201340.397,1200.0,7182,,"LINESTRING (475080.9041463523 4201335.753645301, 475081.8080228851 4201340.397935116)",999.0,999.0
7182,422255140,footway,,,,,,10.874,,walk,,,,475083.8845,4201340.397,475083.8845,4201351.067,1200.0,7183,,"LINESTRING (475081.8080228851 4201340.397935116, 475083.8844958808 4201351.067268838)",999.0,999.0
7183,422255141,footway,,,,,,41.973,,walk,,,,475079.3452,4201351.067,475066.0666,4201357.627,1200.0,7184,,"LINESTRING (475083.8844958808 4201351.067268838, 475066.06660894846 4201367.44244485, 475067.044658398 4201368.426966438, 475075.4553558989 4201361.056389594, 475079.3452473181 4201357.627251998)",999.0,999.0
7184,422255143,footway,,,,,,9.178,,walk,,,,475084.6358,4201350.039,475090.0844,4201355.514,1200.0,7185,,"LINESTRING (475089.91627402906 4201350.039339283, 475090.0843972663 4201353.34523766, 475084.6358459433 4201355.514220408)",999.0,999.0
7185,422255143,footway,,,,,,5.699,,walk,,,,475079.3452,4201355.514,475079.3452,4201357.627,1200.0,7186,,"LINESTRING (475084.6358459433 4201355.514220408, 475079.3452473181 4201357.627251998)",999.0,999.0
7186,422255144,footway,,,,,,9.056,,walk,,,,475090.2442,4201355.514,475090.2442,4201362.62,1200.0,7187,,"LINESTRING (475084.6358459433 4201355.514220408, 475090.24423062685 4201362.620446573)",999.0,999.0
7187,422255145,footway,,,,,,8.834,,walk,,,,475072.228,4201335.753,475072.228,4201337.395,1200.0,7188,,"LINESTRING (475080.9041463523 4201335.753645301, 475072.2280360199 4201337.395778906)",999.0,999.0
7188,422255145,footway,,,,,,19.355,,walk,,,,475053.2194,4201337.395,475053.3808,4201340.998,1200.0,7189,,"LINESTRING (475072.2280360199 4201337.395778906, 475053.38076022983 4201340.963050263, 475053.2193559922 4201340.99820594)",999.0,999.0
7189,422255145,footway,,,,,,0.0,,walk,,,,475053.2194,4201340.998,475053.2194,4201340.998,1200.0,7190,,"LINESTRING (475053.2193559922 4201340.99820594, 475053.2193559922 4201340.99820594)",999.0,999.0
7190,422255145,footway,,,,,,25.372,,walk,,,,475006.3439,4201346.001,475028.7745,4201353.754,1200.0,7191,,"LINESTRING (475030.47943006846 4201346.0015912615, 475028.77448042005 4201346.385604942, 475019.29601991636 4201349.254767462, 475012.66190305265 4201351.52725413, 475006.3438908091 4201353.754405114)",999.0,999.0
7191,422255145,footway,,,,,,23.293,,walk,,,,475030.4794,4201340.998,475037.2632,4201346.001,1200.0,7192,,"LINESTRING (475053.2193559922 4201340.99820594, 475037.26321105263 4201344.473652842, 475030.47943006875 4201346.0015912615)",999.0,999.0
7192,422255145,footway,,,,,,0.0,,walk,,,,475030.4794,4201346.001,475030.4794,4201346.001,1200.0,7193,,"LINESTRING (475030.47943006875 4201346.0015912615, 475030.47943006846 4201346.0015912615)",999.0,999.0
7193,422255146,footway,,,,,,20.279,,walk,,,,474993.8747,4201353.754,474993.8747,4201369.736,1200.0,7194,,"LINESTRING (475006.3438908091 4201353.754405114, 474993.8746613492 4201369.736260079)",999.0,999.0
7194,422791777,primary,2,yes,50,Πειραιώς,0,11.093,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474166.4305,4202633.706,474166.4305,4202626.52,1200.0,7195,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474174.87601750984 4202633.706355626, 474166.43051553745 4202626.520889522)",999.0,999.0
7195,422791778,primary,2,yes,50,Πειραιώς,0,11.25,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474180.1951,4202619.625,474180.1951,4202627.01,1200.0,7196,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474171.7138282209 4202619.6251784535, 474180.1950912265 4202627.01025416)",999.0,999.0
7196,422791779,primary,2,yes,50,Πειραιώς,0,147.628,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474817.8013,4203026.422,474809.5925,4203100.791,1200.0,7197,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474690.3399341625 4203026.422289766, 474809.59253690456 4203096.00140711, 474817.8013084954 4203100.791661117)",999.0,999.0
7197,422791780,primary,2,yes,50,Πειραιώς,0,41.345,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474220.8045,4202635.213,474220.8045,4202662.343,1200.0,7198,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474189.62747404823 4202635.213410988, 474220.80445357534 4202662.343663213)",999.0,999.0
7198,422791780,primary,2,yes,50,Πειραιώς,0,97.455,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474294.4122,4202662.343,474246.5033,4202726.155,1200.0,7199,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474220.80445357534 4202662.343663213, 474246.5032601937 4202684.697986672, 474294.4122497169 4202726.155739487)",999.0,999.0
7199,422791781,primary,2,yes,50,Πειραιώς,0,11.933,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474174.876,4202641.544,474174.876,4202633.706,1200.0,7200,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474183.8681017125 4202641.544741268, 474174.87601750984 4202633.706355626)",999.0,999.0
7200,422791781,primary,2,yes,50,Πειραιώς,0,90.555,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474219.687,4202732.745,474234.0419,4202672.909,1200.0,7201,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474287.6085002688 4202732.74545415, 474234.0419224201 4202685.2473930195, 474219.6869914552 4202672.909945923)",999.0,999.0
7201,422791781,primary,2,yes,50,Πειραιώς,0,47.629,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474183.8681,4202672.909,474188.0162,4202641.544,1200.0,7202,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474219.6869914552 4202672.909945923, 474188.0162189305 4202645.148811727, 474183.8681017125 4202641.544741268)",999.0,999.0
7202,422791782,primary,2,yes,50,Πειραιώς,0,150.453,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474683.0544,4203109.839,474805.0192,4203033.457,1200.0,7203,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474812.60340223083 4203109.839196215, 474805.0192436711 4203105.390990551, 474698.69700660603 4203042.262946261, 474683.0544479328 4203033.456974444)",999.0,999.0
7203,422791783,footway,,yes,,,,10.906,,walk,,,,474160.8306,4202640.47,474160.8306,4202633.295,1200.0,7204,,"LINESTRING (474169.03896758595 4202640.470659238, 474160.8306420271 4202633.2955495)",999.0,999.0
7204,422791784,residential,1,yes,,Βασιλείου του Μεγάλου,0,72.087,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474410.5913,4202899.586,474468.4694,4202880.895,1200.0,7205,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (474480.0331611401 4202899.586331482, 474468.46935120766 4202894.917780298, 474453.6915153924 4202890.403465221, 474410.59126620024 4202880.895554174)",999.0,999.0
7205,422791785,pedestrian,,,,Ερμού,,3.792,,walk,,,,474819.6443,4203100.791,474819.6443,4203097.479,1200.0,7206,,"LINESTRING (474817.8013084954 4203100.791661117, 474819.6442852873 4203097.479602892)",999.0,999.0
7206,422791786,primary,2,yes,,Πέτρου Ράλλη,0,8.69,50.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,0: without pedestrian crossings,474171.7138,4202626.52,474171.7138,4202619.625,1200.0,7207,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (474166.43051553745 4202626.520889522, 474171.7138282209 4202619.6251784535)",999.0,999.0
7207,422817074,primary,2,yes,50,Πειραιώς,0,92.754,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,473947.5851,4202373.441,473922.7245,4202432.975,1200.0,7208,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473876.5063486565 4202373.441499925, 473922.72446900606 4202412.317237722, 473946.46664897446 4202432.036130583, 473947.585098647 4202432.975693956)",999.0,999.0
7208,422817074,primary,2,yes,50,Πειραιώς,0,7.793,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,473953.6085,4202432.975,473953.6085,4202437.916,1200.0,7209,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473947.585098647 4202432.975693956, 473953.6084911959 4202437.916245914)",999.0,999.0
7209,422817077,residential,1,yes,,Αιγηίδων,0,8.411,15.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473948.0511,4202437.916,473948.0511,4202444.224,1200.0,7210,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473953.6084911959 4202437.916245914, 473948.051101906 4202444.224910464)",999.0,999.0
7210,422827276,secondary,2,yes,,Κωνσταντινουπόλεως,0,0.0,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473971.9632,4202814.793,473971.9632,4202814.793,1200.0,7211,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473971.9632207344 4202814.793782605, 473971.96322073415 4202814.793782605)",999.0,999.0
7211,422827276,secondary,2,yes,,Κωνσταντινουπόλεως,0,,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473971.9632,4202814.793,473971.9632,4202814.793,1200.0,7212,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473971.96322073415 4202814.793782605, 473971.96322073386 4202814.793782605)",999.0,999.0
7212,422827276,secondary,2,yes,,Κωνσταντινουπόλεως,0,10.285,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473981.0798,4202828.76,473981.0798,4202822.251,1200.0,7213,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473989.037558203 4202828.760260655, 473981.0798080938 4202822.250964494)",999.0,999.0
7213,422827276,secondary,2,yes,,Κωνσταντινουπόλεως,0,11.783,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473971.9632,4202822.251,473971.9632,4202814.793,1200.0,7214,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473981.0798080938 4202822.250964494, 473971.9632207344 4202814.793782605)",999.0,999.0
7214,422867586,footway,,yes,,,,9.268,,walk,,,,473887.727,4202930.374,473887.727,4202930.947,1200.0,7215,,"LINESTRING (473896.9733770658 4202930.374775292, 473887.7269841766 4202930.947796904)",999.0,999.0
7215,422867593,tertiary,2,yes,30,Αμφιπόλεως,0,25.011,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,473884.8984,4202889.367,473884.8984,4202864.395,1200.0,7216,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473886.1194769229 4202889.367468427, 473884.8984332761 4202864.3956773905)",999.0,999.0
7216,422867593,tertiary,2,yes,30,Αμφιπόλεως,0,16.085,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473883.978,4202864.395,473883.978,4202848.343,1200.0,7217,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473884.8984332761 4202864.3956773905, 473883.97797075973 4202848.343606481)",999.0,999.0
7217,422867597,tertiary,1,yes,50,Ορφέως,0,35.587,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,473898.8637,4202979.741,473906.0306,4202980.819,1200.0,7218,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473934.41249455186 4202979.741381416, 473906.0305564797 4202980.896527501, 473898.86365052033 4202980.819408953)",999.0,999.0
7218,422867599,tertiary,2,yes,30,Ορφέως,1,9.342,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473889.5285,4202980.819,473889.5285,4202981.082,1200.0,7219,1: Urban road with sidewalk less than 1.5 m wide,"LINESTRING (473898.86365052033 4202980.819408953, 473889.528502547 4202981.082040415)",999.0,999.0
7219,422867600,tertiary,1,,,Ορφέως,0,56.839,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473980.9925,4202980.812,474015.2662,4202978.706,1200.0,7220,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474037.77037465374 4202980.812512265, 474015.26616969786 4202979.862800409, 473980.99252120726 4202978.706273923)",999.0,999.0
7220,422867600,tertiary,1,,,Ορφέως,0,15.416,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473965.5891,4202978.706,473965.5891,4202979.154,1200.0,7221,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473980.99252120726 4202978.706273923, 473965.58912857086 4202979.154446806)",999.0,999.0
7221,422867600,tertiary,1,,,Ορφέως,0,31.194,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473934.4125,4202979.154,473934.4125,4202979.741,1200.0,7222,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473965.58912857086 4202979.154446806, 473934.41249455186 4202979.741381416)",999.0,999.0
7222,427849153,primary,3,yes,,Ηλιουπόλεως,0,128.025,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,2: with pedestrian crossing controlled by traffic lights,476786.1965,4200973.945,476802.0914,4201095.837,1200.0,7223,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476825.1385458559 4200973.945422961, 476802.0914129116 4201047.161630003, 476793.106910165 4201072.905852998, 476786.1965007259 4201095.837129236)",999.0,999.0
7223,427849153,primary,3,yes,,Ηλιουπόλεως,0,11.796,30.0,"car,bicycle,escooter,walk",1: good condition,1: no obstacles,2: with pedestrian crossing controlled by traffic lights,476782.6616,4201095.837,476782.6616,4201107.086,1200.0,7224,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476786.1965007259 4201095.837129236, 476782.66163962573 4201107.086636075)",999.0,999.0
7224,427849154,primary,1,yes,50,Χαμοστέρνας,0,25.724,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473640.0051,4201959.429,473640.0051,4201950.83,1200.0,7225,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473615.77181884187 4201959.429320995, 473640.0050507014 4201950.830413236)",999.0,999.0
7225,427849155,primary,1,yes,50,Χαμοστέρνας,0,42.818,50.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473616.6627,4201960.362,473631.8343,4201990.704,1200.0,7226,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473646.67612120876 4201960.362140881, 473631.8342914188 4201977.662967773, 473616.66265058244 4201990.704264526)",999.0,999.0
7226,427849158,secondary,3,yes,,Ηλία Ηλιού,0,8.232,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476760.7144,4201158.102,476760.7144,4201152.672,1200.0,7227,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476766.8965503339 4201158.102922424, 476760.71444063715 4201152.672569436)",999.0,999.0
7227,427849158,secondary,3,yes,,Ηλία Ηλιού,0,27.193,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,476740.2923,4201152.672,476740.2923,4201134.733,1200.0,7228,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (476760.71444063715 4201152.672569436, 476740.29228424444 4201134.733635437)",999.0,999.0
7228,427849159,secondary,3,yes,,Ηλία Ηλιού,0,43.058,30.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,475690.6423,4200667.87,475701.9888,4200640.362,1200.0,7229,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (475723.69406982115 4200667.870172119, 475701.9888452331 4200650.969462188, 475690.64225659793 4200640.362549633)",999.0,999.0
7229,428040823,primary,3,yes,60,Χαμοστέρνας,0,14.903,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473687.0048,4201923.556,473687.0048,4201914.431,1200.0,7230,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473675.22858918365 4201923.55621515, 473687.0048492915 4201914.431451937)",999.0,999.0
7230,428040824,primary,3,yes,60,Χαμοστέρνας,0,44.566,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473675.2286,4201950.83,473675.2286,4201923.556,1200.0,7231,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473640.0050507014 4201950.830413236, 473675.22858918365 4201923.55621515)",999.0,999.0
7231,428040825,primary,3,yes,60,Χαμοστέρνας,0,4.251,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474055.3028,4201631.839,474055.3028,4201629.238,1200.0,7232,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474051.9422248491 4201631.839060815, 474055.30281867064 4201629.237964326)",999.0,999.0
7232,428040825,primary,3,yes,60,Χαμοστέρνας,0,0.0,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474055.3028,4201629.238,474055.3028,4201629.238,1200.0,7233,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474055.30281867064 4201629.237964326, 474055.3028186712 4201629.237964326)",999.0,999.0
7233,428040825,primary,3,yes,60,Χαμοστέρνας,0,26.776,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474076.4692,4201629.238,474076.4692,4201612.855,1200.0,7234,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474055.3028186712 4201629.237964326, 474076.46917273564 4201612.855296191)",999.0,999.0
7234,428040825,primary,3,yes,60,Χαμοστέρνας,0,22.263,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474094.0648,4201612.855,474094.0648,4201599.23,1200.0,7235,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474076.46917273564 4201612.855296191, 474094.06483313587 4201599.230282704)",999.0,999.0
7235,428040826,primary,3,yes,60,Χαμοστέρνας,0,0.0,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474041.114,4201640.223,474041.114,4201640.223,1200.0,7236,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474041.1139514055 4201640.223800094, 474041.1139514058 4201640.223800094)",999.0,999.0
7236,428040826,primary,3,yes,60,Χαμοστέρνας,0,18.866,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,473987.0985,4201693.592,473987.0985,4201682.05,1200.0,7237,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473972.18448917946 4201693.592433558, 473987.09846327465 4201682.050497408)",999.0,999.0
7237,428040826,primary,3,yes,60,Χαμοστέρνας,0,68.343,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474041.114,4201682.05,474041.114,4201640.223,1200.0,7238,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (473987.09846327465 4201682.050497408, 474041.1139514055 4201640.223800094)",999.0,999.0
7238,428040826,primary,3,yes,60,Χαμοστέρνας,0,2.585,60.0,"car,bicycle,escooter,walk",1: good condition,0: yes obstacles,0: without pedestrian crossings,474043.1568,4201640.223,474043.1568,4201638.642,1200.0,7239,2: Urban road with sidewalk more than 1.5 m wide,"LINESTRING (474041.1139514058 4201640.223800094, 474043.1567880424 4201638.641952446)",999.0,999.0
